samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR260251,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,602,9.69680881565561e-05
ERR260252,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,823,0.000147158298163454
ERR260258,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,2166,0.0002811015651361384
ERR260275,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,424,0.000174743829255497
ERR275251,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1541,0.0002443496327699334
ERR321247,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,739,0.00010514714482105501
ERR321441,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,96,0.000149595158103383
ERR321493,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1074,9.031115978533187e-05
ERR321553,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1595,0.00016984885687992235
ERR321560,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,428,2.2337520244030103e-05
ERR321568,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1164,7.031316966271856e-05
ERR321584,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1034,9.999039744055534e-05
ERR321587,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1507,0.00018544058813337743
ERR321589,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,889,6.844102658460425e-05
ERR321592,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,382,2.07308818938865e-05
ERR321602,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,217,1.7961748759170104e-05
ERR321606,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1034,4.5313809304502704e-05
ERR321614,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,365,1.75660458056061e-05
ERR321616,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,286,1.7893781760680604e-05
ERR321619,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,568,6.137388245237502e-05
ERR321627,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1136,0.00010301636636247218
ERR321631,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,204,1.610578786751e-05
ERR321634,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,230,1.4946615563104999e-05
ERR321640,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,3458,0.00018780497262815837
ERR321648,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,722,3.667544693121249e-05
ERR414233,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,680,5.164268547432524e-05
ERR414234,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,373,1.47736048043288e-05
ERR414235,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,846,7.80616498800287e-05
ERR414239,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1015,0.0001233482124899605
ERR414240,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,821,5.263111333459582e-05
ERR414241,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1280,0.00010445681314667334
ERR414244,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,382,2.3313413384596806e-05
ERR414246,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,334,1.4149874282179801e-05
ERR414250,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,468,3.4198456860400395e-05
ERR414252,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1079,6.084616088638474e-05
ERR414261,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,938,7.935402775834346e-05
ERR414265,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,863,5.8809010548959925e-05
ERR414266,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1326,8.898504702249056e-05
ERR414267,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,279,1.35512648721489e-05
ERR414274,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1552,0.00014193253028663686
ERR414279,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,1689,0.0001734608227588815
ERR414282,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,580,Actinomyces_cardiffensis_F0333.xml|Actinomyces_georgiae_DSM_6843.xml|Actinomyces_graevenitzii_C83.xml|Actinomyces_naeslundii_str_Howell_279.xml|Actinomyces_odontolyticus_ATCC_17982.xml|Actinomyces_oris_K20.xml|Actinomyces_turicensis_ACS_279_V_Col4.xml|Actinomyces_urogenitalis_DSM_15434.xml|Actinomyces_viscosus_C505.xml,753,6.26188240001903e-05
