strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Lactobacillus johnsonii,Lactobacillus johnsonii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260154,CP031701,1.66273612513075,4.97654765823505e-05,2.12939533328526,0.919482932890994,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260154,FR875178,2.15867281105893,4.66566970401271e-05,2.05530870688948,0.940378496367584,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP030777,2.00572236213492,5.8718400312208e-05,4.03770982815827,0.968133878537488,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260154,CP024160,0.978322237210915,6.16108665993041e-05,3.1167229073969,0.962146805189336,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP012098,0.824432345672759,6.4144341692023e-05,5.09424606789267,0.926021987363522,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260154,AP009256,3.23465732805343,4.35443230602892e-05,2.07088073559726,0.909190546533344,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,HF545616,2.75463069163203,1.78904740621068e-05,1.52940820811757,0.94403482227786,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,FP929053,1.42991770820223,3.01809050351183e-05,2.35398950915892,0.869905406047076,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260154,AE014295,1.15318177571546,4.65236826486878e-05,2.31622467871269,0.839674610790542,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260154,CP000139,0.932983479727741,4.87780596639055e-05,7.4990605629062,0.97952879548576,0
Lactobacillus salivarius UCC118,Lactobacillus salivarius,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260154,CP000233,1.70958619610347,3.37023551433613e-05,1.63661048412488,0.994368535341313,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP001107,3.63046979788235,2.59250844618843e-05,2.04516911107736,0.877631171032498,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260158,HF545616,1.25537115815795,1.58682625939285e-05,1.45769346550323,0.951968266243028,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260158,CP000678,1.73803003070328,2.87587911215329e-05,1.53165534958676,0.926653603534573,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260158,FP929039,0.986877051531218,2.24798706138467e-05,1.75354085144665,0.71232496137695,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260161,FR875178,1.81984336584074,4.82378086433916e-05,2.10610443818354,0.936938874130655,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP030777,0.864201075304163,0.000104703827964128,12.0456703326889,0.948826163098326,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,AP018532,0.785145309856415,2.42622896818006e-05,1.90504087131559,0.611282056236686,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929038,0.763887323438329,5.76362266108898e-05,5.07517889511077,0.824039466271524,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260161,CP024160,1.32387164686667,4.83537872953631e-05,2.44043360232146,0.976528380896616,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP001104,2.10074686612546,4.78178785997403e-05,2.27099956509883,0.895717241009316,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP012098,3.93319529697036,2.82632005800723e-05,2.04905058606316,0.928615401148089,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,HF545616,4.6720504849615,1.75225515940152e-05,1.51610277401202,0.888131315058624,0
[Eubacterium] hallii,Eubacterium hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,LT907978,1.97396269301991,3.60054787176665e-05,2.75299688430122,0.879688945139538,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929053,3.10906573740415,2.73401815722374e-05,2.17174630003653,0.893261196163802,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260161,AE014295,1.36075546270248,4.07693656128512e-05,2.08767316328511,0.961996829837307,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,AP018536,1.45600051383505,2.14469591319875e-05,2.01337874095096,0.607573217989029,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929049,3.01341493349033,1.88801346397937e-05,1.86984882092733,0.656976233339134,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP001107,3.5481714963411,1.97306291086836e-05,1.72379094302395,0.817734804771907,0
Bifidobacterium bifidum PRL2010,Bifidobacterium bifidum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260161,CP001840,1.90414387309921,2.11355076837478e-05,1.45423345266607,0.99389829132928,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,FR875178,1.97030687931291,6.35794052153843e-05,2.669068662265,0.973501302627445,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP030777,2.0391120735378,7.26974398672418e-05,5.62907678978017,0.973674706055296,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,FP929032,1.05868415035889,1.96630018786785e-05,1.80758915263649,0.760197601909665,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,CP011531,0.936148583403984,5.07434970103564e-05,8.63424250101774,0.997561860105376,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929038,0.741316372767055,5.12948084821999e-05,4.24457453516931,0.770235593608585,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260162,CP024160,1.38010456755883,5.68230765394772e-05,2.85320403388026,0.970264412329283,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP001104,2.70607068302568,2.67050479405015e-05,1.58102233825872,0.975084458704514,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP012098,1.64277595395444,4.74059386686255e-05,3.33094995568346,0.940524700077613,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929054,0.97087012862636,7.22368461795194e-05,8.77090151263509,0.89675371104138,0
Phoenicibacter massiliensis,Phoenicibacter massiliensis,Phoenicibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260162,LT821227,0.822954748323137,3.39747492626354e-05,1.48230375714603,0.952936023065293,0
Lactobacillus acidophilus NCFM,Lactobacillus acidophilus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,CP000033,0.813955084998868,3.17445430521865e-05,1.65913057827813,0.996375029851633,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,CP022412,0.944759045799225,1.19818822982028e-05,1.5498427464493,0.937711637012741,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260162,AP009256,1.0775393178616,4.94080291692571e-05,2.28417162588328,0.979283611072699,0
Lactobacillus gasseri ATCC 33323 = JCM 1131,Lactobacillus gasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,CP000413,1.417753131224,2.79678447102762e-05,1.52783650639078,0.998750801830813,0
Bifidobacterium dentium JCM 1195 = DSM 20436,Bifidobacterium dentium,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260162,AP012326,0.856686900867504,3.26241910754187e-05,1.98956036658631,0.97938091619694,0
[Eubacterium] hallii,Eubacterium hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,LT907978,0.902279432525437,6.86896045500437e-05,6.90305327654617,0.923499568578424,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929053,1.52754878438514,7.45558070827592e-05,8.28834261802034,0.985516972160637,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP003040,2.72362744867085,1.6652863526801e-05,1.6137381809237,0.634134129469296,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260162,CP000678,1.34385209343253,3.56763075581942e-05,1.69706664809568,0.979675999318992,0
Lactococcus phage P680,Lactococcus phage P680,Sk1virus,Siphoviridae,Caudovirales,"","",Viruses,ERR260162,KC182551,1.19911921125178,0.00565022515899645,3.83724088128419,0.952103580598832,8.80287765165327e-113
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929055,2.01369159654922,3.93540173526752e-05,2.86363071332429,0.767049067493328,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929039,3.56403379120739,2.0892936764675e-05,1.68537675474011,0.943278812678592,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929044,2.63642235845889,2.60996547343485e-05,1.84890702958713,0.756820624737878,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,AP018536,0.9313896733588,2.90297668644639e-05,2.57858627361459,0.595053857874779,0
Veillonella parvula DSM 2008,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR260162,CP001820,0.969072345667838,4.26574565587601e-05,2.07012343621834,0.984878970282818,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP001107,4.29103209614631,2.11148211719151e-05,1.79091530852095,0.786516271057982,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260164,AP013105,1.01266026518737,4.77478890611762e-05,2.98462588517427,0.981143990365064,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP030777,1.74893775019048,0.000103333598107656,11.659674836267,0.967004285298583,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,AP018532,0.976651102792892,2.25480188400093e-05,1.82023492506742,0.475541497660742,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP011531,1.48745991563858,4.98369002291219e-05,8.30801766631546,0.998955973958983,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,AE015928,1.05750135418875,1.11363359729187e-05,1.74672239472309,0.65852233760322,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260164,CP024160,1.72680888387997,5.42276274484851e-05,2.71978804884232,0.943823353831798,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP001104,2.17750264709143,4.85223030526936e-05,2.29860648737169,0.879228797400648,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP012098,1.37092169565245,3.64460966136761e-05,2.52205696431484,0.808746155334762,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP022412,0.784439228653466,1.37709355859775e-05,1.65462694494041,0.739774382274027,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929053,2.1749972802087,2.61525763761802e-05,2.09980394634268,0.853353623543022,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260164,AE014295,0.990191714244329,3.9642404374638e-05,2.04562623209341,0.956291469190489,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929039,1.43592419585952,0.000116140299181717,18.2041435318538,0.977316880807386,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP012801,1.65312230347629,1.04663160564101e-05,1.80982615567637,0.916799792392597,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,AP018536,1.26659449362886,2.18600442758469e-05,2.04070073152574,0.641685472423869,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP015406,1.47100700856145,1.45656745790655e-05,1.56041564837967,0.955559788832512,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929049,0.933907218496059,3.30389542148288e-05,2.98980537487019,0.649364879802775,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP001107,3.94826794022261,1.94588897412165e-05,1.71091179024539,0.815209964110871,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260165,AP013105,1.13362955111811,4.9449894480212e-05,3.10325646741998,0.985138611158116,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP030777,3.26793591063302,4.17987367800856e-05,2.70070857705382,0.947292979352455,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,AP018532,1.5076372120554,1.75512075844713e-05,1.59397401467377,0.70244282776209,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP001104,2.22929451462912,4.99920660693383e-05,2.3572929587356,0.880871227823288,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP012098,0.670825014216496,5.63636561205371e-05,4.18130048788282,0.627218408703897,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,FP929054,1.05460980683159,8.38771754217881e-05,12.4453603795555,0.939338342029975,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260165,CP001071,2.0616620456671,1.8903902511197e-05,1.49615558411443,0.958112988267989,0
[Eubacterium] hallii,Eubacterium hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,LT907978,1.75611464721973,5.59564368843155e-05,4.82509654447438,0.881658220071614,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR260165,LT630450,0.915754580262692,4.77358643917266e-05,2.92178651705278,0.888437145423797,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,FP929055,1.78049961818582,4.31041427260163e-05,3.16561120797936,0.820507343040376,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,AP018536,2.70281699323327,1.798205748297e-05,1.79814312581286,0.814065833962785,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260166,CP030777,0.758719263464135,0.00011984363935605,17.2629651463754,0.933782835685933,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,FP929032,1.20729877052344,1.54043533104725e-05,1.59007131132825,0.771660441415197,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,CP011531,1.09602091946698,5.24777920531768e-05,9.29441832428996,0.970914020411133,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,CP003274,1.15384051674043,1.50890295703503e-05,1.56951973201109,0.796030034671914,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260166,CP024160,1.53521431746512,5.21385479127531e-05,2.61694693822029,0.981650764886819,0
