strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260154,FR875178,2.13111787744172,4.93037936882051e-05,1.99481025271421,0.915296817486705,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP030777,2.02683342555752,5.44505943904905e-05,3.35622848041926,0.988612514045223,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260154,CP024160,0.97513583142349,5.60534656383657e-05,2.23590820054748,0.995725666963928,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP012098,0.839201708370949,5.49598145742985e-05,2.80030148854226,0.990934181750447,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260154,AP009256,3.20180972738805,4.60384672025133e-05,1.97995226906627,0.866369471598429,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,HF545616,2.74201191402307,1.8220743025217e-05,1.47340113396269,0.911478988291207,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,FP929053,1.44912219421158,2.57379121616988e-05,1.8425430766762,0.985143903892613,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260154,AE014295,1.16046903592752,4.15278134929952e-05,1.86769098096889,0.982638947956941,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260154,CP000139,0.914331943574551,4.47444372491421e-05,3.90896844392761,0.995787908053223,0
Lactobacillus salivarius UCC118,Lactobacillus salivarius,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260154,CP000233,1.70868778058463,3.34753773057043e-05,1.6072858495421,0.994264888462255,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260154,CP001107,3.57594128794232,2.90077577148524e-05,1.95048423605676,0.834890253527513,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260158,HF545616,1.25295675624799,1.49893175243115e-05,1.35437327375672,0.975510029820444,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260158,CP000678,1.71942019910514,3.07222933922702e-05,1.51004517237167,0.897603158966485,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260158,FP929039,1.0010154830986,1.9450252432553e-05,1.52490837459163,0.988764619727387,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260161,FR875178,1.79875223944917,4.92807423972867e-05,1.96829302286975,0.920309961114491,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP030777,0.890245839309023,9.02099690271875e-05,5.03075632337279,0.990287961884944,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,AP018532,0.837787104554965,1.64601455953018e-05,1.44334377235933,0.988938213348205,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929038,0.823922593395155,4.46904493881534e-05,2.59876128700583,0.997338738668143,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260161,CP024160,1.31546973226896,4.66113487532747e-05,2.10308307970001,0.982557061905513,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP001104,2.04830714171169,5.33127197558441e-05,2.22319292760058,0.877311218798124,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP012098,3.8874043632259,3.10146246839715e-05,1.99306211852661,0.872038830737171,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,HF545616,4.67145497518036,1.63826168316807e-05,1.4157676522334,0.926935509896597,0
[Eubacterium] hallii,[Eubacterium] hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,LT907978,2.0026028360642,3.05861036444773e-05,2.12738946346898,0.96270116674344,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929053,3.11171153322535,2.53406789311435e-05,1.89495157735163,0.950954923385693,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260161,AE014295,1.3533954145638,3.97235224798565e-05,1.89750867102564,0.967262558709314,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,AP018536,1.48981078651659,1.62592844538124e-05,1.55532334385864,0.9484217890793,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,FP929049,3.03455357642808,1.56476638039745e-05,1.58443691859294,0.913686706688351,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260161,CP001107,3.50237257430319,2.2087417799481e-05,1.67388093808829,0.738708657682017,0
Bifidobacterium bifidum PRL2010,Bifidobacterium bifidum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260161,CP001840,1.90352534412807,2.07997220805885e-05,1.42086480877117,0.994690855221613,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,FR875178,1.95552271071971,6.3336890469634e-05,2.43176315707138,0.961435135031927,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP030777,2.05616770215608,6.94384141182761e-05,4.8762490886191,0.983700900425222,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,FP929032,1.06307771338812,1.64276836305561e-05,1.4324531081363,0.985789551473208,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,CP011531,0.864104004349872,4.95794968258699e-05,4.16596315317017,0.998931564263459,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929038,0.825467004092161,3.62955945047342e-05,2.1953556372847,0.983248400964355,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260162,CP024160,1.37095986485615,5.47769566001439e-05,2.3973160072693,0.983580047802542,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP001104,2.70242343721316,2.63964956086055e-05,1.52807215113853,0.966183595717544,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP012098,1.67740678443431,4.13674501084384e-05,2.57738889596531,0.991447802225002,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929054,1.04308093257465,5.81184768696963e-05,3.9650724954489,0.968403696519495,0
Phoenicibacter massiliensis,Phoenicibacter massiliensis,Phoenicibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260162,LT821227,0.831052675141092,3.05134580269301e-05,1.37569241203211,0.993397384059065,0
Lactobacillus acidophilus NCFM,Lactobacillus acidophilus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,CP000033,0.81429845940597,3.11255009681563e-05,1.60587354566207,0.998469092562007,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260162,CP022412,0.943842900864769,1.12472611006783e-05,1.41873740646664,0.99082827515528,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260162,AP009256,1.05898390882469,4.81563718904793e-05,1.90086622139312,0.986510627715741,0
Lactobacillus gasseri ATCC 33323 = JCM 1131,Lactobacillus gasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260162,CP000413,1.41582058213798,2.78146218904608e-05,1.49465210144035,0.998796019350712,0
Bifidobacterium dentium JCM 1195 = DSM 20436,Bifidobacterium dentium,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260162,AP012326,0.85349332560896,3.05072679005744e-05,1.68428088992391,0.997608160315436,0
[Eubacterium] hallii,[Eubacterium] hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,LT907978,0.966841945149824,5.75390684905776e-05,3.92271114326735,0.978747785850148,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929053,1.50279710416049,7.23417929581221e-05,5.7302098189005,0.993409933646812,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP003040,2.7243006126605,1.4893309703546e-05,1.45483776379131,0.81061355441194,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260162,CP000678,1.33446138887918,3.55036870016988e-05,1.59375426015316,0.973483899620033,0
Lactococcus phage P680,Lactococcus phage P680,Sk1virus,Siphoviridae,Caudovirales,"","",Viruses,ERR260162,KC182551,1.09072406475398,0.00624265314188737,2.71508837283139,0.947716913933037,3.66413403263423e-103
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929055,2.06595684771312,3.0764643306371e-05,2.04853281204336,0.96292961872104,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929039,3.5510684111549,2.16195493782946e-05,1.65965691049362,0.925723438097878,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,FP929044,2.65078663126632,2.24039850824059e-05,1.59300476473342,0.900708073668033,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,AP018536,1.00773598469719,1.87325047142121e-05,1.62363277836032,0.988446680398002,0
Veillonella parvula DSM 2008,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR260162,CP001820,0.951352656546598,4.12742472269466e-05,1.71889771258304,0.990702652771758,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260162,CP001107,4.23167675833592,2.45810957100267e-05,1.77783136698855,0.702985212909906,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260164,AP013105,0.971486748621583,4.58469833894227e-05,1.99224779852684,0.990781183238965,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP030777,1.78678240570333,9.33652743141772e-05,7.15133959480684,0.993541731077023,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,AP018532,1.03092051969847,1.48060852712783e-05,1.39521438168349,0.991383641529316,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP011531,1.44116635963165,4.99890910562734e-05,6.00449783223929,0.99831172448415,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,AE015928,1.06238518123856,9.67833283280319e-06,1.46367274926887,0.988396456817826,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260164,CP024160,1.70954953994796,5.37372859124014e-05,2.38192957444343,0.975757162968245,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP001104,2.13003817697904,5.30937006969328e-05,2.25148569872867,0.844302855012365,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP012098,1.39033795293847,3.14585481714648e-05,1.95596758287824,0.993147732632558,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP022412,0.793717530734315,1.16228248312667e-05,1.39395560580042,0.996859655817272,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929053,2.17631853999147,2.39972577531158e-05,1.78820725199075,0.973593751276422,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260164,AE014295,0.98076738616801,3.75644971752519e-05,1.71986107415785,0.991171045509077,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929039,1.2297837754403,0.000125653052245794,7.71656977493295,0.979927079625169,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260164,CP012801,1.61262862168046,1.11129462191753e-05,1.61927673629054,0.897469181535865,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,AP018536,1.29934767607116,1.68248327456082e-05,1.57227041907604,0.977914537093352,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP015406,1.4647157089674,1.40718752090213e-05,1.443186890569,0.968558623301674,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,FP929049,1.02570524123345,2.17328562886124e-05,1.80450462774416,0.993144370486043,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260164,CP001107,3.90554944218972,2.14692321507383e-05,1.64440349467366,0.741061304215687,0
Adlercreutzia equolifaciens DSM 19450,Adlercreutzia equolifaciens,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,ERR260165,AP013105,1.08788802108318,4.86018080370295e-05,2.16196835608057,0.986272484889,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP030777,3.28585697857181,3.80061638552975e-05,2.31059213391894,0.976892497595741,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,AP018532,1.51083819854966,1.57247871712029e-05,1.43520606015963,0.916457648746307,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP001104,2.17788107852652,5.56272574396655e-05,2.35973916901041,0.862489619371534,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,CP012098,0.75013640322196,3.33282270731546e-05,1.66982936622205,0.981142302685724,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,FP929054,1.10970557235212,7.15043772792319e-05,5.68587707524103,0.98249291197271,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260165,CP001071,2.05715895387962,1.91811991415957e-05,1.48552119224666,0.95184968238728,0
[Eubacterium] hallii,[Eubacterium] hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,LT907978,1.82523102864504,4.57729801222941e-05,3.08574602564485,0.981909415495424,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR260165,LT630450,0.901428467848565,4.40201689878162e-05,2.07377409179911,0.995436876467972,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,FP929055,1.79638516602797,3.69138468502988e-05,2.24807516785381,0.951843430866863,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260165,AP018536,2.65663579353438,1.98370809629106e-05,1.71996874537052,0.763110851184773,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260166,CP030777,0.770800381091165,9.9765929873939e-05,4.71458949199301,0.971861852379794,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,FP929032,1.2155915058117,1.31396409846816e-05,1.38191702225727,0.974919665169127,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,CP011531,1.08560304794258,4.87897238385509e-05,5.17567489292464,0.999225446695364,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260166,CP003274,1.1601228407213,1.27586962711957e-05,1.34526181690658,0.986010764890829,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260166,CP024160,1.51305011527893,5.2081681153127e-05,2.27778402686554,0.97528501327343,0
