compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
Anaerostipes,0.0020566993566697007,0.0029765514069819156,2034,1491,0.7000000000000001,ERR321150
Bacteroides,0.46907670828761944,0.5107303674579015,3307,1887,0.7000000000000001,ERR321150
Bifidobacterium,0.006713551717941713,0.00961507970394021,3108,1734,0.7000000000000001,ERR321150
Blautia,0.009933611975069307,0.012475420702972768,3108,1818,0.7000000000000001,ERR321150
Coprococcus,0.011511380630357535,0.01416719411422043,2188,1591,0.7000000000000001,ERR321150
Eubacterium,0.2980882216161123,0.28336125525987227,2482,1761,0.7000000000000001,ERR321150
Faecalibacterium,0.018287507432312996,0.017804403215997404,1986,1472,0.7000000000000001,ERR321150
Haemophilus,0.002155309897625215,0.0034164399618376215,1504,1246,0.7000000000000001,ERR321150
Lachnoclostridium,0.001939827604426128,0.0025547620409872244,3174,1970,0.7000000000000001,ERR321150
Odoribacter,0.01698365694634564,0.022279938210152818,2526,1594,0.7000000000000001,ERR321150
Parabacteroides,0.12852143111408484,0.14837572764858242,2870,1747,0.7000000000000001,ERR321150
Roseburia,0.021267493631706918,0.02293103832318148,2357,1567,0.7000000000000001,ERR321150
Ruminococcus,0.006074165840042502,0.007799941523131131,2983,1793,0.7000000000000001,ERR321150
medium,,,761,761,0.7000000000000001,ERR321150
Alistipes,0.007390433949685736,0.006682301832030306,2650,1613,0.6,ERR321150
Anaerostipes,0.0020566993566697007,0.0018596400147733753,2034,1491,0.6,ERR321150
Bacteroides,0.46907670828761944,0.42413090496624484,3307,1887,0.6,ERR321150
Bifidobacterium,0.006713551717941713,0.006070276606343019,3108,1734,0.6,ERR321150
Blautia,0.009933611975069307,0.008981798599132602,3108,1818,0.6,ERR321150
Coprococcus,0.011511380630357535,0.010408389521467823,2188,1591,0.6,ERR321150
Eubacterium,0.2980882216161123,0.2695261179353077,2482,1761,0.6,ERR321150
Faecalibacterium,0.018287507432312996,0.01653524477800169,1986,1472,0.6,ERR321150
Haemophilus,0.002155309897625215,0.0019488010380778842,1504,1246,0.6,ERR321150
Lachnoclostridium,0.001939827604426128,0.001753967784089181,3174,1970,0.6,ERR321150
Odoribacter,0.01698365694634564,0.015356326215050804,2526,1594,0.6,ERR321150
Parabacteroides,0.12852143111408484,0.11620681869365182,2870,1747,0.6,ERR321150
Roseburia,0.021267493631706918,0.01922969611700825,2357,1567,0.6,ERR321150
Ruminococcus,0.006074165840042502,0.005492155321644816,2983,1793,0.6,ERR321150
medium,,,761,761,0.6,ERR321150
Alistipes,0.007390433949685736,0.005568583577204514,2650,1613,0.5,ERR321150
Anaerostipes,0.0020566993566697007,0.0015496928017112107,2034,1491,0.5,ERR321150
Bacteroides,0.46907670828761944,0.35344241919752795,3307,1887,0.5,ERR321150
Bifidobacterium,0.006713551717941713,0.005058562744219089,3108,1734,0.5,ERR321150
Blautia,0.009933611975069307,0.007484830915500317,3108,1818,0.5,ERR321150
Coprococcus,0.011511380630357535,0.008673656454273697,2188,1591,0.5,ERR321150
Eubacterium,0.2980882216161123,0.22460510257898098,2482,1761,0.5,ERR321150
Faecalibacterium,0.018287507432312996,0.013779368606155853,1986,1472,0.5,ERR321150
Haemophilus,0.002155309897625215,0.001623994397120167,1504,1246,0.5,ERR321150
Lachnoclostridium,0.001939827604426128,0.0014616316518593917,3174,1970,0.5,ERR321150
Odoribacter,0.01698365694634564,0.01279693639008648,2526,1594,0.5,ERR321150
Parabacteroides,0.12852143111408484,0.09683901317076428,2870,1747,0.5,ERR321150
Roseburia,0.021267493631706918,0.016024744496461667,2357,1567,0.5,ERR321150
Ruminococcus,0.006074165840042502,0.004576794863891135,2983,1793,0.5,ERR321150
medium,,,761,761,0.5,ERR321150
Alistipes,0.007390433949685736,0.004454866862753847,2650,1613,0.4,ERR321150
Anaerostipes,0.0020566993566697007,0.0012397544292908284,2034,1491,0.4,ERR321150
Bacteroides,0.46907670828761944,0.2827539353562838,3307,1887,0.4,ERR321150
Bifidobacterium,0.006713551717941713,0.004046850196679948,3108,1734,0.4,ERR321150
Blautia,0.009933611975069307,0.005987864732723428,3108,1818,0.4,ERR321150
Coprococcus,0.011511380630357535,0.00693892516360148,2188,1591,0.4,ERR321150
Eubacterium,0.2980882216161123,0.17968408206210726,2482,1761,0.4,ERR321150
Faecalibacterium,0.018287507432312996,0.011023494884899187,1986,1472,0.4,ERR321150
Haemophilus,0.002155309897625215,0.0012991956736377879,1504,1246,0.4,ERR321150
Lachnoclostridium,0.001939827604426128,0.00116930555973298,3174,1970,0.4,ERR321150
Odoribacter,0.01698365694634564,0.010237549112064431,2526,1594,0.4,ERR321150
Parabacteroides,0.12852143111408484,0.07747121053599945,2870,1747,0.4,ERR321150
Roseburia,0.021267493631706918,0.012819795597108979,2357,1567,0.4,ERR321150
Ruminococcus,0.006074165840042502,0.0036614358930622945,2983,1793,0.4,ERR321150
medium,,,761,761,0.4,ERR321150
Alistipes,0.007390433949685736,0.003341150147171229,2650,1613,0.30000000000000004,ERR321150
Anaerostipes,0.0020566993566697007,0.0009298158306549974,2034,1491,0.30000000000000004,ERR321150
Bacteroides,0.46907670828761944,0.212065451517102,3307,1887,0.30000000000000004,ERR321150
Bifidobacterium,0.006713551717941713,0.0030351376476815575,3108,1734,0.30000000000000004,ERR321150
Blautia,0.009933611975069307,0.0044908985495759534,3108,1818,0.30000000000000004,ERR321150
Coprococcus,0.011511380630357535,0.005204193872723681,2188,1591,0.30000000000000004,ERR321150
Eubacterium,0.2980882216161123,0.13476306154659012,2482,1761,0.30000000000000004,ERR321150
Faecalibacterium,0.018287507432312996,0.008267621163688295,1986,1472,0.30000000000000004,ERR321150
Haemophilus,0.002155309897625215,0.0009743967630477649,1504,1246,0.30000000000000004,ERR321150
Lachnoclostridium,0.001939827604426128,0.0008769791777531349,3174,1970,0.30000000000000004,ERR321150
Odoribacter,0.01698365694634564,0.007678161834062948,2526,1594,0.30000000000000004,ERR321150
Parabacteroides,0.12852143111408484,0.05810340790196059,2870,1747,0.30000000000000004,ERR321150
Roseburia,0.021267493631706918,0.009614846697841642,2357,1567,0.30000000000000004,ERR321150
Ruminococcus,0.006074165840042502,0.0027460769200133273,2983,1793,0.30000000000000004,ERR321150
medium,,,761,761,0.30000000000000004,ERR321150
Alistipes,0.007390433949685736,0.002227433438555312,2650,1613,0.2,ERR321150
Anaerostipes,0.0020566993566697007,0.0006198788621482914,2034,1491,0.2,ERR321150
Bacteroides,0.46907670828761944,0.14137696766291916,3307,1887,0.2,ERR321150
Bifidobacterium,0.006713551717941713,0.0020234251087559558,3108,1734,0.2,ERR321150
Blautia,0.009933611975069307,0.002993932367969344,3108,1818,0.2,ERR321150
Coprococcus,0.011511380630357535,0.0034694625824306367,2188,1591,0.2,ERR321150
Eubacterium,0.2980882216161123,0.08984204102140632,2482,1761,0.2,ERR321150
Faecalibacterium,0.018287507432312996,0.0055117474420219035,1986,1472,0.2,ERR321150
Haemophilus,0.002155309897625215,0.0006495992175672135,1504,1246,0.2,ERR321150
Lachnoclostridium,0.001939827604426128,0.0005846548339724344,3174,1970,0.2,ERR321150
Odoribacter,0.01698365694634564,0.00511877455570207,2526,1594,0.2,ERR321150
Parabacteroides,0.12852143111408484,0.0387356052637334,2870,1747,0.2,ERR321150
Roseburia,0.021267493631706918,0.006409897797954934,2357,1567,0.2,ERR321150
Ruminococcus,0.006074165840042502,0.0018307179623111357,2983,1793,0.2,ERR321150
medium,,,761,761,0.2,ERR321150
Alistipes,0.007390433949685736,0.0011137167251746305,2650,1613,0.1,ERR321150
Anaerostipes,0.0020566993566697007,0.0003099388872914363,2034,1491,0.1,ERR321150
Bacteroides,0.46907670828761944,0.07068848383605998,3307,1887,0.1,ERR321150
Bifidobacterium,0.006713551717941713,0.0010117125624748823,3108,1734,0.1,ERR321150
Blautia,0.009933611975069307,0.0014969661864732554,3108,1818,0.1,ERR321150
Coprococcus,0.011511380630357535,0.0017347312929314725,2188,1591,0.1,ERR321150
Eubacterium,0.2980882216161123,0.0449210205136528,2482,1761,0.1,ERR321150
Faecalibacterium,0.018287507432312996,0.0027558737215346778,1986,1472,0.1,ERR321150
Haemophilus,0.002155309897625215,0.0003247991715787362,1504,1246,0.1,ERR321150
Lachnoclostridium,0.001939827604426128,0.0002923267073824673,3174,1970,0.1,ERR321150
Odoribacter,0.01698365694634564,0.0025593872784801784,2526,1594,0.1,ERR321150
Parabacteroides,0.12852143111408484,0.01936780263312267,2870,1747,0.1,ERR321150
Roseburia,0.021267493631706918,0.003204948899371515,2357,1567,0.1,ERR321150
Ruminococcus,0.006074165840042502,0.000915358992330671,2983,1793,0.1,ERR321150
medium,,,761,761,0.1,ERR321150
Alistipes,0.012051833901043344,40.87119077541318,2650,1613,,ERR321168
Anaerostipes,0.007018703361634101,-2.4584778657299466e-12,2034,1491,,ERR321168
Bacteroides,0.6466400605557344,0.0,3307,1887,,ERR321168
Barnesiella,0.004345382342806465,0.0,2235,1371,,ERR321168
Blautia,0.022262140803380275,0.0,3108,1818,,ERR321168
Coprococcus,0.005476565721613087,0.0,2188,1591,,ERR321168
Eubacterium,0.09701627435362967,-3.382183422218077e-12,2482,1761,,ERR321168
Faecalibacterium,0.0048947335717150495,0.0,1986,1472,,ERR321168
Faecalitalea,0.011782101035435272,0.0,994,892,,ERR321168
Lachnoclostridium,0.0017313743101334824,0.0,3174,1970,,ERR321168
Odoribacter,0.029612714444689228,0.0,2526,1594,,ERR321168
Parabacteroides,0.08891863952956329,0.0,2870,1747,,ERR321168
Roseburia,0.05512294734701486,7.597122930746991e-11,2357,1567,,ERR321168
Ruminococcus,0.010861337536082066,0.0,2983,1793,,ERR321168
Veillonella,0.0022651911855253717,0.0,1832,1405,,ERR321168
medium,,,753,753,,ERR321168
Alistipes,0.012051833901043344,4.686888664787829,2650,1613,1.0,ERR321168
Anaerostipes,0.007018703361634101,3.787163920828825e-09,2034,1491,1.0,ERR321168
Bacteroides,0.6466400605557344,1.5662631526278226e-10,3307,1887,1.0,ERR321168
Barnesiella,0.004345382342806465,1.6896239501290313,2235,1371,1.0,ERR321168
Blautia,0.022262140803380275,6.480666300810036e-11,3108,1818,1.0,ERR321168
Coprococcus,0.005476565721613087,2.5408995020863716e-10,2188,1591,1.0,ERR321168
Eubacterium,0.09701627435362967,1.0920899876893225e-07,2482,1761,1.0,ERR321168
Faecalibacterium,0.0048947335717150495,1.4742553208413738e-10,1986,1472,1.0,ERR321168
Faecalitalea,0.011782101035435272,2.0478620984443206e-10,994,892,1.0,ERR321168
Lachnoclostridium,0.0017313743101334824,8.769301971798516e-10,3174,1970,1.0,ERR321168
Odoribacter,0.029612714444689228,11.515203713016184,2526,1594,1.0,ERR321168
Parabacteroides,0.08891863952956329,0.8111266404056857,2870,1747,1.0,ERR321168
Roseburia,0.05512294734701486,1.4717046116462698e-09,2357,1567,1.0,ERR321168
Ruminococcus,0.010861337536082066,7.188340138862449e-11,2983,1793,1.0,ERR321168
Veillonella,0.0022651911855253717,3.354506883309624e-09,1832,1405,1.0,ERR321168
medium,,,753,753,1.0,ERR321168
Alistipes,0.012051833901043344,2.277177077240508,2650,1613,0.9,ERR321168
Anaerostipes,0.007018703361634101,9.463414719807281e-05,2034,1491,0.9,ERR321168
Bacteroides,0.6466400605557344,5.7325073922486395e-05,3307,1887,0.9,ERR321168
Barnesiella,0.004345382342806465,0.8210595295781266,2235,1371,0.9,ERR321168
Blautia,0.022262140803380275,5.498319870323444e-05,3108,1818,0.9,ERR321168
Coprococcus,0.005476565721613087,0.0001677616683708125,2188,1591,0.9,ERR321168
Eubacterium,0.09701627435362967,0.00020362691382992,2482,1761,0.9,ERR321168
Faecalibacterium,0.0048947335717150495,0.00021506737191112458,1986,1472,0.9,ERR321168
Faecalitalea,0.011782101035435272,6.792628826407189e-05,994,892,0.9,ERR321168
Lachnoclostridium,0.0017313743101334824,0.001950038779048019,3174,1970,0.9,ERR321168
Odoribacter,0.029612714444689228,5.594619616565879,2526,1594,0.9,ERR321168
Parabacteroides,0.08891863952956329,2.7346082236739164,2870,1747,0.9,ERR321168
Roseburia,0.05512294734701486,4.10054379269375e-09,2357,1567,0.9,ERR321168
Ruminococcus,0.010861337536082066,0.00010924752302780648,2983,1793,0.9,ERR321168
Veillonella,0.0022651911855253717,0.016496745674728187,1832,1405,0.9,ERR321168
medium,,,753,753,0.9,ERR321168
Alistipes,0.012051833901043344,0.47242880498158546,2650,1613,0.8,ERR321168
Anaerostipes,0.007018703361634101,1.6396230716126566e-05,2034,1491,0.8,ERR321168
Bacteroides,0.6466400605557344,0.39126802768034613,3307,1887,0.8,ERR321168
Barnesiella,0.004345382342806465,0.17032346443681723,2235,1371,0.8,ERR321168
Blautia,0.022262140803380275,5.792418234438629e-06,3108,1818,0.8,ERR321168
Coprococcus,0.005476565721613087,2.3884811608330747e-05,2188,1591,0.8,ERR321168
Eubacterium,0.09701627435362967,1.2079550213797409e-06,2482,1761,0.8,ERR321168
Faecalibacterium,0.0048947335717150495,1.498752617849161e-05,1986,1472,0.8,ERR321168
Faecalitalea,0.011782101035435272,2.678991077578738e-06,994,892,0.8,ERR321168
Lachnoclostridium,0.0017313743101334824,0.00035552863668365326,3174,1970,0.8,ERR321168
Odoribacter,0.029612714444689228,1.1607309102012686,2526,1594,0.8,ERR321168
Parabacteroides,0.08891863952956329,1.106467961406291,2870,1747,0.8,ERR321168
Roseburia,0.05512294734701486,0.0001493467260635145,2357,1567,0.8,ERR321168
Ruminococcus,0.010861337536082066,8.877358695325038e-06,2983,1793,0.8,ERR321168
Veillonella,0.0022651911855253717,0.013276479931845912,1832,1405,0.8,ERR321168
medium,,,753,753,0.8,ERR321168
Alistipes,0.012051833901043344,0.009486335155760207,2650,1613,0.7000000000000001,ERR321168
Anaerostipes,0.007018703361634101,0.0055295049067894215,2034,1491,0.7000000000000001,ERR321168
Bacteroides,0.6466400605557344,0.5061708107619747,3307,1887,0.7000000000000001,ERR321168
Barnesiella,0.004345382342806465,0.01055549482041787,2235,1371,0.7000000000000001,ERR321168
Blautia,0.022262140803380275,0.017457026030356367,3108,1818,0.7000000000000001,ERR321168
Coprococcus,0.005476565721613087,0.004309019491735297,2188,1591,0.7000000000000001,ERR321168
Eubacterium,0.09701627435362967,0.07584736806770381,2482,1761,0.7000000000000001,ERR321168
Faecalibacterium,0.0048947335717150495,0.0038515397383089935,1986,1472,0.7000000000000001,ERR321168
Faecalitalea,0.011782101035435272,0.012064616155199295,994,892,0.7000000000000001,ERR321168
Lachnoclostridium,0.0017313743101334824,0.0013636087126382786,3174,1970,0.7000000000000001,ERR321168
Odoribacter,0.029612714444689228,0.023368578376436133,2526,1594,0.7000000000000001,ERR321168
Parabacteroides,0.08891863952956329,0.06964537978992359,2870,1747,0.7000000000000001,ERR321168
Roseburia,0.05512294734701486,0.04310706780414504,2357,1567,0.7000000000000001,ERR321168
Ruminococcus,0.010861337536082066,0.00852610765730783,2983,1793,0.7000000000000001,ERR321168
Veillonella,0.0022651911855253717,0.0017844584555299168,1832,1405,0.7000000000000001,ERR321168
medium,,,753,753,0.7000000000000001,ERR321168
Alistipes,0.012051833901043344,0.008086310748755448,2650,1613,0.6,ERR321168
Anaerostipes,0.007018703361634101,0.004709276356295491,2034,1491,0.6,ERR321168
Bacteroides,0.6466400605557344,0.43387027358407926,3307,1887,0.6,ERR321168
Barnesiella,0.004345382342806465,0.008732897544330187,2235,1371,0.6,ERR321168
Blautia,0.022262140803380275,0.014937028666408716,3108,1818,0.6,ERR321168
Coprococcus,0.005476565721613087,0.0036745621150182425,2188,1591,0.6,ERR321168
Eubacterium,0.09701627435362967,0.06509413824538841,2482,1761,0.6,ERR321168
Faecalibacterium,0.0048947335717150495,0.00328417542333966,1986,1472,0.6,ERR321168
Faecalitalea,0.011782101035435272,0.009906026988095144,994,892,0.6,ERR321168
Lachnoclostridium,0.0017313743101334824,0.00116168467745703,3174,1970,0.6,ERR321168
Odoribacter,0.029612714444689228,0.019868977043012714,2526,1594,0.6,ERR321168
Parabacteroides,0.08891863952956329,0.05966094093734281,2870,1747,0.6,ERR321168
Roseburia,0.05512294734701486,0.03698534889162568,2357,1567,0.6,ERR321168
Ruminococcus,0.010861337536082066,0.007287534095259213,2983,1793,0.6,ERR321168
Veillonella,0.0022651911855253717,0.001519854989115114,1832,1405,0.6,ERR321168
medium,,,753,753,0.6,ERR321168
Alistipes,0.012051833901043344,0.006736874301313973,2650,1613,0.5,ERR321168
Anaerostipes,0.007018703361634101,0.0039233964471570085,2034,1491,0.5,ERR321168
Bacteroides,0.6466400605557344,0.36146638273550696,3307,1887,0.5,ERR321168
Barnesiella,0.004345382342806465,0.011910603646298536,2235,1371,0.5,ERR321168
Blautia,0.022262140803380275,0.012444350419387318,3108,1818,0.5,ERR321168
Coprococcus,0.005476565721613087,0.0030613544117497928,2188,1591,0.5,ERR321168
Eubacterium,0.09701627435362967,0.054231285528640816,2482,1761,0.5,ERR321168
Faecalibacterium,0.0048947335717150495,0.0027361151091321555,1986,1472,0.5,ERR321168
Faecalitalea,0.011782101035435272,0.011872743741835043,994,892,0.5,ERR321168
Lachnoclostridium,0.0017313743101334824,0.0009678237595090021,3174,1970,0.5,ERR321168
Odoribacter,0.029612714444689228,0.01655325957510967,2526,1594,0.5,ERR321168
Parabacteroides,0.08891863952956329,0.04970477542284892,2870,1747,0.5,ERR321168
Roseburia,0.05512294734701486,0.03081326629663485,2357,1567,0.5,ERR321168
Ruminococcus,0.010861337536082066,0.006071396795392522,2983,1793,0.5,ERR321168
Veillonella,0.0022651911855253717,0.0012662229222243928,1832,1405,0.5,ERR321168
medium,,,753,753,0.5,ERR321168
Alistipes,0.012051833901043344,0.005389032312745081,2650,1613,0.4,ERR321168
Anaerostipes,0.007018703361634101,0.0031384451113884984,2034,1491,0.4,ERR321168
Bacteroides,0.6466400605557344,0.2891480422473379,3307,1887,0.4,ERR321168
Barnesiella,0.004345382342806465,0.012083695968742413,2235,1371,0.4,ERR321168
Blautia,0.022262140803380275,0.009954617453245922,3108,1818,0.4,ERR321168
Coprococcus,0.005476565721613087,0.002448871261114516,2188,1591,0.4,ERR321168
Eubacterium,0.09701627435362967,0.043381268044865695,2482,1761,0.4,ERR321168
Faecalibacterium,0.0048947335717150495,0.002188702373118574,1986,1472,0.4,ERR321168
Faecalitalea,0.011782101035435272,0.01000411067021701,994,892,0.4,ERR321168
Lachnoclostridium,0.0017313743101334824,0.0007741919269264626,3174,1970,0.4,ERR321168
Odoribacter,0.029612714444689228,0.013241459867936449,2526,1594,0.4,ERR321168
Parabacteroides,0.08891863952956329,0.03976037382577198,2870,1747,0.4,ERR321168
Roseburia,0.05512294734701486,0.02464847645817147,2357,1567,0.4,ERR321168
Ruminococcus,0.010861337536082066,0.004856696451630622,2983,1793,0.4,ERR321168
Veillonella,0.0022651911855253717,0.001012890549334487,1832,1405,0.4,ERR321168
medium,,,753,753,0.4,ERR321168
Alistipes,0.012051833901043344,0.004040666768363822,2650,1613,0.30000000000000004,ERR321168
Anaerostipes,0.007018703361634101,0.0023531887871578016,2034,1491,0.30000000000000004,ERR321168
Bacteroides,0.6466400605557344,0.21680160284024066,3307,1887,0.30000000000000004,ERR321168
Barnesiella,0.004345382342806465,0.012998119609575422,2235,1371,0.30000000000000004,ERR321168
Blautia,0.022262140803380275,0.007463917270391488,3108,1818,0.30000000000000004,ERR321168
Coprococcus,0.005476565721613087,0.0018361502736423886,2188,1591,0.30000000000000004,ERR321168
Eubacterium,0.09701627435362967,0.03252703482935525,2482,1761,0.30000000000000004,ERR321168
Faecalibacterium,0.0048947335717150495,0.0016410771487039876,1986,1472,0.30000000000000004,ERR321168
Faecalitalea,0.011782101035435272,0.009485780326484373,994,892,0.30000000000000004,ERR321168
